,player_id,targets,deep_targets,red_zone_targets,air_yards,air_yards_per_target,yac,yac_oe,carries,yards_per_carry,red_zone_carries,big_carries,cpoe,big_carry_percentage,player_name,team,targets_team,carries_team,red_zone_targets_team,red_zone_carries_team,target_percentage,carry_percentage,red_zone_target_percentage,red_zone_carry_percentage
459,00-0032426,7.0,,,3.0,0.42857142857142855,73.0,24.556511613147453,74.0,4.108108108108108,6.0,7.0,,0.0945945945945946,A.Collins,SEA,206,192,6,13,0.03398058252427184,0.3854166666666667,,0.46153846153846156
460,00-0036425,8.0,,,25.0,3.125,45.0,-11.00766121350171,10.0,3.5,,1.0,,0.1,D.Dallas,SEA,206,192,6,13,0.038834951456310676,0.052083333333333336,,
461,00-0035594,8.0,,,7.0,0.875,98.0,42.8546621107962,9.0,6.666666666666667,1.0,2.0,,0.2222222222222222,T.Homer,SEA,206,192,6,13,0.038834951456310676,0.046875,,0.07692307692307693
462,00-0034159,12.0,,1.0,55.0,4.583333333333333,76.0,25.037992512872734,,,,,,,W.Dissly,SEA,206,192,6,13,0.05825242718446602,,0.16666666666666666,
463,00-0033895,17.0,,2.0,54.0,3.176470588235294,93.0,6.388801691573459,2.0,3.5,,1.0,,0.5,G.Everett,SEA,206,192,6,13,0.0825242718446602,0.010416666666666666,0.3333333333333333,
464,00-0036247,24.0,2.0,,166.0,6.916666666666667,110.0,2.096813175972784,4.0,7.25,,1.0,,0.25,F.Swain,SEA,206,192,6,13,0.11650485436893204,0.020833333333333332,,
465,00-0035640,56.0,3.0,2.0,632.0,11.285714285714286,215.0,49.57954547738336,,,,,,,D.Metcalf,SEA,206,192,6,13,0.27184466019417475,,0.3333333333333333,
466,00-0032211,58.0,5.0,,694.0,11.96551724137931,146.0,-51.255168784293346,,,,,,,T.Lockett,SEA,206,192,6,13,0.2815533980582524,,,
467,00-0030565,,,,,,,,7.0,6.285714285714286,1.0,2.0,6.5446762198751625,0.2857142857142857,G.Smith,SEA,206,192,6,13,,0.036458333333333336,,0.07692307692307693
468,00-0034750,,,,,,,,15.0,1.6,2.0,,,,R.Penny,SEA,206,192,6,13,,0.078125,,0.15384615384615385
469,00-0029263,,,,,,,,15.0,4.666666666666667,,4.0,10.173247060028173,0.26666666666666666,R.Wilson,SEA,206,192,6,13,,0.078125,,
470,00-0029119,2.0,,,7.0,3.5,6.0,-3.8363542141742073,,,,,,,D.Carrier,LV,255,169,14,17,0.00784313725490196,,,
471,00-0032741,5.0,,,18.0,3.6,38.0,10.555321355881462,37.0,3.864864864864865,3.0,5.0,,0.13513513513513514,P.Barber,LV,255,169,14,17,0.0196078431372549,0.21893491124260356,,0.17647058823529413
472,00-0030663,5.0,,2.0,36.0,7.2,7.0,-2.742154810082866,,,,,,,W.Snead,LV,255,169,14,17,0.0196078431372549,,0.14285714285714285,
473,00-0033025,6.0,,1.0,7.0,1.1666666666666667,21.0,-10.802015313573065,5.0,1.6,1.0,,,,J.Richard,LV,255,169,14,17,0.023529411764705882,0.029585798816568046,0.07142857142857142,0.058823529411764705
474,00-0033891,7.0,1.0,,113.0,16.142857142857142,30.0,-3.6757445347830062,,,,,,,Z.Jones,LV,255,169,14,17,0.027450980392156862,,,
475,00-0035125,8.0,,1.0,49.0,6.125,20.0,-5.283031166582077,2.0,0.5,1.0,,,,A.Ingold,LV,255,169,14,17,0.03137254901960784,0.011834319526627219,0.07142857142857142,0.058823529411764705
476,00-0034981,12.0,,1.0,92.0,7.666666666666667,32.0,-10.158018815483956,,,,,,,F.Moreau,LV,255,169,14,17,0.047058823529411764,,0.07142857142857142,
477,00-0035700,16.0,,,-10.0,-0.625,125.0,24.730749123460555,60.0,3.4,8.0,4.0,,0.06666666666666667,J.Jacobs,LV,255,169,14,17,0.06274509803921569,0.35502958579881655,,0.47058823529411764
478,00-0033118,23.0,,,88.0,3.8260869565217392,146.0,28.331611918823906,42.0,3.8095238095238093,2.0,3.0,,0.07142857142857142,K.Drake,LV,255,169,14,17,0.09019607843137255,0.2485207100591716,,0.11764705882352941
479,00-0036365,31.0,3.0,2.0,461.0,14.870967741935484,114.0,35.44764848912018,,,,,,,B.Edwards,LV,255,169,14,17,0.12156862745098039,,0.14285714285714285,
480,00-0036357,36.0,8.0,,608.0,16.88888888888889,109.0,-17.93324046095222,3.0,5.333333333333333,,,,,H.Ruggs,LV,255,169,14,17,0.1411764705882353,0.01775147928994083,,
481,00-0034983,51.0,,4.0,336.0,6.588235294117647,186.0,2.4453312481855374,,,,,,,H.Renfrow,LV,255,169,14,17,0.2,,0.2857142857142857,
482,00-0031610,53.0,2.0,3.0,543.0,10.245283018867925,122.0,-31.788273101970844,,,,,,,D.Waller,LV,255,169,14,17,0.20784313725490197,,0.21428571428571427,
483,00-0033958,,,,,,,,2.0,1.0,,,,,N.Peterman,LV,255,169,14,17,,0.011834319526627219,,
484,00-0032268,,,,,,,,2.0,17.5,,1.0,,0.5,M.Mariota,LV,255,169,14,17,,0.011834319526627219,,
485,00-0031280,,,,,,,,16.0,2.0625,2.0,,2.543504892611036,,D.Carr,LV,255,169,14,17,,0.09467455621301775,,0.11764705882352941
486,00-0032956,2.0,,1.0,4.0,4.0,0.0,0.0,2.0,0.0,1.0,,,,A.Janovich,CLE,233,245,12,27,0.008583690987124463,0.00816326530612245,0.08333333333333333,0.037037037037037035
487,00-0034311,2.0,,1.0,3.0,1.5,4.0,-1.503115503641311,2.0,2.5,,,,,J.Stanton,CLE,233,245,12,27,0.008583690987124463,0.00816326530612245,0.08333333333333333,
488,00-0035628,6.0,,,7.0,1.1666666666666667,32.0,5.407073451468021,29.0,6.172413793103448,4.0,6.0,,0.20689655172413793,D.Johnson,CLE,233,245,12,27,0.02575107296137339,0.11836734693877551,,0.14814814814814814
489,00-0034791,6.0,,,-3.0,-0.5,46.0,0.7835765992567758,106.0,5.509433962264151,11.0,17.0,,0.16037735849056603,N.Chubb,CLE,233,245,12,27,0.02575107296137339,0.4326530612244898,,0.4074074074074074
490,00-0036654,13.0,,,-6.0,-0.46153846153846156,153.0,47.427595801549614,3.0,5.333333333333333,,1.0,,0.3333333333333333,D.Felton,CLE,233,245,12,27,0.055793991416309016,0.012244897959183673,,
491,00-0036232,14.0,1.0,,157.0,11.214285714285714,42.0,1.3343353995442158,,,,,,,H.Bryant,CLE,233,245,12,27,0.060085836909871244,,,
492,00-0036233,15.0,2.0,,239.0,15.933333333333334,44.0,-5.883268869445601,,,,,,,D.Peoples-Jones,CLE,233,245,12,27,0.06437768240343347,,,
493,00-0036999,15.0,5.0,,316.0,21.066666666666666,8.0,-26.62144677148172,3.0,4.0,,1.0,,0.3333333333333333,A.Schwartz,CLE,233,245,12,27,0.06437768240343347,0.012244897959183673,,
494,00-0031382,24.0,1.0,1.0,196.0,8.166666666666666,103.0,21.522908484301297,3.0,6.0,1.0,,,,J.Landry,CLE,233,245,12,27,0.10300429184549356,0.012244897959183673,0.08333333333333333,0.037037037037037035
495,00-0033885,24.0,1.0,,203.0,8.458333333333334,198.0,69.41412423803558,,,,,,,D.Njoku,CLE,233,245,12,27,0.10300429184549356,,,
496,00-0033923,24.0,,1.0,-1.0,-0.041666666666666664,169.0,17.402976792480327,70.0,5.231884057971015,8.0,12.0,,0.17142857142857143,K.Hunt,CLE,233,245,12,27,0.10300429184549356,0.2857142857142857,0.08333333333333333,0.2962962962962963
497,00-0032977,25.0,1.0,2.0,284.0,11.36,28.0,-30.669037027852028,,,,,,,R.Higgins,CLE,233,245,12,27,0.1072961373390558,,0.16666666666666666,
498,00-0032392,29.0,,4.0,113.0,4.035714285714286,101.0,18.43046516487084,,,,,,,A.Hooper,CLE,233,245,12,27,0.12446351931330472,,0.3333333333333333,
499,00-0031235,34.0,4.0,2.0,474.0,13.941176470588236,48.0,-41.76444314586115,2.0,7.0,,1.0,,0.5,O.Beckham,CLE,233,245,12,27,0.1459227467811159,0.00816326530612245,0.16666666666666666,
500,00-0035042,,,,,,,,1.0,0.0,,,,,J.Gillan,CLE,233,245,12,27,,0.004081632653061225,,
501,00-0034808,,,,,,,,2.0,6.5,,1.0,,0.5,J.Kelly,CLE,233,245,12,27,,0.00816326530612245,,
502,00-0028986,,,,,,,,4.0,2.5,1.0,,-4.551477432250977,,C.Keenum,CLE,233,245,12,27,,0.0163265306122449,,0.037037037037037035
503,00-0034855,,,,,,,,18.0,4.611111111111111,1.0,2.0,2.3281162186544773,0.1111111111111111,B.Mayfield,CLE,233,245,12,27,,0.07346938775510205,,0.037037037037037035
504,00-0036984,3.0,,,1.0,0.3333333333333333,4.0,-10.46914232910058,31.0,4.354838709677419,1.0,2.0,,0.06451612903225806,T.Sermon,SF,214,187,12,15,0.014018691588785047,0.1657754010695187,,0.06666666666666667
505,00-0029269,3.0,,,60.0,20.0,0.0,0.0,,,,,,,T.Benjamin,SF,214,187,12,15,0.014018691588785047,,,
506,00-0036567,4.0,,,-11.0,-2.75,41.0,5.405073207264648,81.0,5.345679012345679,3.0,15.0,,0.18518518518518517,E.Mitchell,SF,214,187,12,15,0.018691588785046728,0.43315508021390375,,0.2
507,00-0034073,5.0,,,59.0,11.8,5.0,-8.536271650140407,,,,,,,R.Dwelley,SF,214,187,12,15,0.02336448598130841,,,
508,00-0036429,5.0,,,45.0,9.0,5.0,-13.944691880889877,,,,,,,C.Woerner,SF,214,187,12,15,0.02336448598130841,,,
509,00-0036259,6.0,,,37.0,6.166666666666667,14.0,-2.2257390207378194,,,,,,,J.Jennings,SF,214,187,12,15,0.028037383177570093,,,
510,00-0034487,10.0,,1.0,116.0,11.6,7.0,-4.321202255872777,,,,,,,T.Sherfield,SF,214,187,12,15,0.04672897196261682,,0.08333333333333333,
511,00-0035806,14.0,,1.0,40.0,2.857142857142857,70.0,4.44322146315244,12.0,3.8333333333333335,2.0,1.0,,0.08333333333333333,J.Hasty,SF,214,187,12,15,0.06542056074766354,0.06417112299465241,0.08333333333333333,0.13333333333333333
512,00-0029892,18.0,1.0,,117.0,6.5,85.0,13.078314107879123,7.0,2.2857142857142856,2.0,,,,K.Juszczyk,SF,214,187,12,15,0.08411214953271028,0.0374331550802139,,0.13333333333333333
513,00-0029632,21.0,,,192.0,9.142857142857142,44.0,-9.097333396901377,,,,,,,M.Sanu,SF,214,187,12,15,0.09813084112149532,,,
514,00-0036261,25.0,1.0,6.0,213.0,9.26086956521739,46.0,-4.075707211392,2.0,5.5,,,,,B.Aiyuk,SF,214,187,12,15,0.11682242990654206,0.0106951871657754,0.5,
515,00-0033288,28.0,2.0,,196.0,7.0,161.0,36.634368469778565,1.0,9.0,,,,,G.Kittle,SF,214,187,12,15,0.1308411214953271,0.0053475935828877,,
516,00-0035719,72.0,1.0,4.0,577.0,8.01388888888889,416.0,165.5273446870924,6.0,3.6666666666666665,1.0,1.0,,0.16666666666666666,D.Samuel,SF,214,187,12,15,0.3364485981308411,0.03208556149732621,0.3333333333333333,0.06666666666666667
517,00-0035760,,,,,,,,2.0,6.0,,,,,J.Patrick,SF,214,187,12,15,,0.0106951871657754,,
518,00-0031687,,,,,,,,2.0,10.0,,1.0,,0.5,R.Mostert,SF,214,187,12,15,,0.0106951871657754,,
519,00-0031345,,,,,,,,14.0,2.4285714285714284,3.0,,-1.6243417758539498,,J.Garoppolo,SF,214,187,12,15,,0.0748663101604278,,0.2
520,00-0037012,,,,,,,,28.0,4.925925925925926,3.0,4.0,-10.485726206198983,0.14285714285714285,T.Lance,SF,214,187,12,15,,0.1497326203208556,,0.2
